ID	Question	DBpedia	MusicBrainz	Wikidata	YAGO	LinkedMDB
249	List all the musicals with music by Elton John.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Musical ; dbo:musicBy res:Elton_John; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q2743 . ?item wdt:P86 wd:Q2808 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Elton_John res:wroteMusicFor ?uri .?uri a res:wikicat_Musicals .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}  	X
251	What is the longest river in the world?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?label WHERE { ?uri rdf:type dbo:BodyOfWater ; dbo:length ?length; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?length) LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q4022 . ?item wdt:P2043 ?length . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?length) LIMIT 1	X	X
253	Which companies produce hovercrafts?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Company ; dbo:product res:Hovercraft; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q185757 wdt:P272 ?item. SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
254	Who was the wife of U.S. president Lincoln?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Abraham_Lincoln dbo:spouse ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q91 wdt:P26 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>  SELECT DISTINCT ?label WHERE  {   res:Abraham_Lincoln res:isMarriedTo ?o.  ?o rdfs:label ?label.  FILTER langMatches( lcase(lang(?label)), "eng") } LIMIT 1  	X
255	Which species does an elephant belong?	PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?label WHERE { dbr:Elephant dbp:species ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X	X	X
257	In which ancient empire could you pay with cocoa beans?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:currency res:Cocoa_bean; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P38 wd:Q208008 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri res:hasCurrency res:wordnet_cacao_bean_107754894 .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}  	X
259	Who composed the soundtrack for Cameron's Titanic?	PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> dbo:musicComposer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q44578 wdt:composer ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT ?label WHERE {     ?uri <http://yago-knowledge.org/resource/wroteMusicFor> <http://yago-knowledge.org/resource/Titanic_(1997_film)>;         rdfs:label ?label.        FILTER langMatches( lcase(lang(?label)), "eng" ) }	X
263	Which electronics companies were founded in Beijing?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Company ; dbo:industry res:Electronics ; dbo:foundationPlace res:Beijing; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P452 wd:Q11650 . ?item wdt:P740 wd:Q956 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
264	Who was the successor of John F. Kennedy?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:John_F._Kennedy dbo:successor ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q9696 p:P39 ?statement . ?statement pq:P1366 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
265	Who is the mayor of Paris?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Paris dbo:mayor ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q90 wdt:P6 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
269	Which Indian company has the most employees?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Company ; dbo:location res:India ; dbo:numberOfEmployees ?n; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?n) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q4830453 . ?item wdt:P17 wd:Q668 . ?item wdt:P1128 ?em SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?em) LIMIT 1	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri res:isLocatedIn res:India .?uri a res:wordnet_company_108058098 .?uri res:hasNumberOfPeople ?n .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}  GROUP BY ?label ORDER BY DESC(?n) OFFSET 0 LIMIT 1	X
270	Who was John F. Kennedy's vice president?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:John_F._Kennedy dbo:vicePresident ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q9696 p:P39 ?statement . ?statement pq:P580 ?date . ?item wdt:P39 wd:Q42178 . ?item p:P39 ?s . ?s pq:580 ?date . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
271	Which country does the creator of Miffy come from?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Miffy dbo:creator ?x . ?x dbo:nationality ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q1501505 wdt:P170 ?x . ?x wdt:P27 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/> SELECT DISTINCT ?label WHERE  {   ?s res:created res:Miffy.  ?s res:isCitizenOf ?o.  ?o rdfs:label ?label.  FILTER langMatches( lcase(lang(?label)), "eng" ) }  	X
273	In what city is the Heineken brewery?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Heineken dbo:manufacturer ?x . ?x dbo:locationCity ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q180855 wdt:P131 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
275	List the children of Margaret Thatcher.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Margaret_Thatcher dbo:child ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q7416 wdt:P40 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Margaret_Thatcher res:hasChild ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
276	From which region is the Melon de Bourgogne?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Melon_de_Bourgogne dbo:wineRegion ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Melon_de_Bourgogne res:linksTo ?uri .?uri a res:wordnet_region_108630039 .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
279	Which city has the most inhabitants?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:City ; dbo:populationTotal ?pop; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?pop) OFFSET 0 LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31* wd:Q515 . ?item wdt:P1082 ?num SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1	PREFIX yago: <http://yago-knowledge.org/resource/> SELECT DISTINCT ?label WHERE {     ?city a yago:wordnet_city_108524735;          rdfs:label ?label;          yago:hasNumberOfPeople ?pop.    FILTER langMatches( lcase(lang(?label)), "eng" ) } GROUP BY ?label ORDER BY DESC(?pop) OFFSET 0 LIMIT 1	X
280	What is Donald Trump's main business?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { ?uri dbo:owner dbr:Donald_Trump; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q22686 wdt:P1830 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Donald_Trump res:owns ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
282	Which films did Stanley Kubrick direct?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:director res:Stanley_Kubrick; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P57 wd:Q2001; wdt:P31/wdt:P279? wd:Q11424 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {res:Stanley_Kubrick res:directed ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>PREFIX lmdbd: <http://data.linkedmdb.org/resource/director/>SELECT DISTINCT ?label  WHERE {?uri a lmdbm:film. ?uri lmdbm:director <http://data.linkedmdb.org/resource/director/8476>.?uri rdfs:label ?label.} 
285	Who is the mayor of the capital of French Polynesia?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:French_Polynesia dbo:capital ?x . ?x dbo:mayor ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q30971 wdt:P36 ?capital . ?capital wdt:P6 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
286	Give me all actors starring in movies directed by William Shatner.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?x dbo:director res:William_Shatner ; dbo:starring ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?movie wdt:P57 wd:Q16297 . ?movie wdt:P161 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT DISTINCT ?label WHERE {?uri res:actedIn ?f .res:William_Shatner res:directed ?f .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>PREFIX lmdbd: <http://data.linkedmdb.org/resource/director/>SELECT DISTINCT ?label  WHERE {?f a lmdbm:film. ?f lmdbm:actor ?uri.?f lmdbm:director <http://data.linkedmdb.org/resource/director/8506>.?uri rdfs:label ?label.} 
289	What is the highest mountain in Italy?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea res:Italy ; dbo:elevation ?num; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?num) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q8502 . ?item wdt:P17 wd:Q38 . ?item wdt:P2044 ?height . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?height) LIMIT 1	X	X
290	List all games by GMT.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:publisher res:GMT_Games; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P123 wd:Q928726 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>SELECT ?label WHERE {?uri res:linksTo res:GMT_Games . ?uri a res:wordnet_game_100455599 . ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
291	What is the official language of Suriname?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Suriname dbo:officialLanguage ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q730 wdt:P37 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>SELECT ?label WHERE {res:Suriname res:hasOfficialLanguage ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
292	In which city did Nikos Kazantzakis die?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Nikos_Kazantzakis dbo:deathPlace ?uri . ?uri rdf:type dbo:Town; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q214622 wdt:P19 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
293	What is in a chocolate chip cookie?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Chocolate_chip_cookie dbo:ingredient ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q14169302 wdt:P527 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
294	In which country is the Limerick Lake?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Limerick_Lake dbo:country ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q6386177 wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>SELECT ?label WHERE {res:Limerick_Lake res:linksTo ?uri .?uri a res:wikicat_Countries .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
295	Give me all video games published by Mean Hamster Software.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:VideoGame ; dbo:publisher res:Mean_Hamster_Software; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P123 wd:Q15070395 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>  SELECT ?label WHERE {  ?s res:linksTo res:Mean_Hamster_Software. ?s res:redirectedFrom ?label. }  	X
296	Give me all members of Prodigy.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:The_Prodigy dbo:bandMember ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	PREFIX purl: <http://purl.org/ontology/mo/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?label WHERE {?uri purl:member_of <http://musicbrainz.org/artist/4a4ee089-93b1-4470-af9a-6ff575d32704#_> . ?uri foaf:name ?label .}	SELECT ?itemLabel WHERE { wd:Q7256860 wdt:P527 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>SELECT ?label WHERE {?uri res:isAffiliatedTo res:The_Prodigy .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
297	In which time zone is Rome?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Rome dbo:timeZone ?uri. ?label rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q220 wdt:P17 ?c . ?c wdt:P421 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {res:Rome info:timezone ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
299	Who are the writers of the Wall album of Pink Floyd?	PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?label WHERE { dbr:The_Wall dbp:writer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }		SELECT ?itemLabel WHERE { wd:Q151114 wdt:P162 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri res:wroteMusicFor res:Pink_Floyd_–_The_Wall .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}	X
